alpha,epsilon,num_trials,num_success,good_ratio,rate_reliability,avg_reward,net_return_Saf-Rel
0.3,0.1,10,3,0.978021978021978,0.3,21.44303034240749,0.639010989010989
0.3,0.3,10,3,0.9954545454545455,0.3,28.943899988043444,0.6477272727272727
0.73,0.039,10,1,1.0,0.1,26.2937050823743,0.55
0.73,0.04,10,6,1.0,0.6,30.132766766616818,0.8
0.73,0.043,10,6,0.9695121951219512,0.6,14.86682039549029,0.7847560975609755
0.73,0.056,10,7,0.9940476190476191,0.7,25.285074394499002,0.8470238095238095
0.73,0.049,10,4,0.9953917050691244,0.4,31.65811934084262,0.6976958525345622
0.73,0.05,10,2,1.0,0.2,31.810963532535958,0.6
0.73,0.1,10,0,0.9866666666666667,0.0,22.349577729108564,0.49333333333333335
0.73,0.3,10,0,0.9882352941176471,0.0,24.794154677140796,0.49411764705882355
0.8,0.039,10,0,1.0,0.0,30.755630443330187,0.5
0.8,0.04,10,2,0.9801980198019802,0.2,19.494739548818206,0.5900990099009901
0.8,0.043,10,1,0.9821428571428571,0.1,25.81569037333195,0.5410714285714285
0.8,0.056,10,6,1.0,0.6,27.84704834969117,0.8
0.8,0.049,10,2,1.0,0.2,26.874381744195965,0.6
0.8,0.05,10,3,0.986046511627907,0.3,23.39288195075318,0.6430232558139535
0.8,0.1,10,8,1.0,0.8,26.03432982860678,0.9
0.8,0.3,10,4,0.9895833333333334,0.4,24.81309508765242,0.6947916666666667
0.96,0.039,10,1,1.0,0.1,30.06428645641323,0.55
0.96,0.04,10,3,0.9764705882352941,0.3,30.106868428426754,0.638235294117647
0.96,0.043,10,7,0.9833333333333333,0.7,20.759609332024105,0.8416666666666666
0.96,0.056,10,4,1.0,0.4,31.198389045646906,0.7
0.96,0.049,10,6,1.0,0.6,29.494039116498648,0.8
0.96,0.05,10,4,1.0,0.4,33.129148429590174,0.7
0.96,0.1,10,1,1.0,0.1,32.25782746523147,0.55
0.96,0.3,10,10,0.9612403100775194,1.0,15.802200511016192,0.9806201550387597
0.97,0.039,10,8,0.9858156028368794,0.8,19.186796660029966,0.8929078014184397
0.97,0.04,10,8,1.0,0.8,31.869652273406608,0.9
0.97,0.043,10,9,0.994535519125683,0.9,25.69727162022146,0.9472677595628416
0.97,0.056,10,0,0.9872340425531915,0.0,24.037663585494716,0.49361702127659574
0.97,0.049,10,4,0.9948186528497409,0.4,24.492253059479783,0.6974093264248704
0.97,0.05,10,8,1.0,0.8,30.45857486955194,0.9
0.97,0.1,10,4,0.995,0.4,25.411732304687455,0.6975
0.97,0.3,10,0,0.9955555555555555,0.0,26.581886128438562,0.49777777777777776
0.989,0.039,10,0,1.0,0.0,31.312183927453685,0.5
0.989,0.04,10,3,0.9736842105263158,0.3,30.272301442059074,0.6368421052631579
0.989,0.043,10,4,0.988950276243094,0.4,19.905753358174074,0.694475138121547
0.989,0.056,10,5,1.0,0.5,31.305996929627582,0.75
0.989,0.049,10,1,1.0,0.1,34.44678968903709,0.55
0.989,0.05,10,1,0.9906103286384976,0.1,25.26286411703734,0.5453051643192488
0.989,0.1,10,0,0.9869565217391304,0.0,22.688862369170284,0.4934782608695652
0.989,0.3,10,2,0.9859154929577465,0.2,28.95165318124909,0.5929577464788732
0.99,0.039,10,4,1.0,0.4,31.473028436732818,0.7
0.99,0.04,10,6,0.975609756097561,0.6,16.387416357681793,0.7878048780487805
0.99,0.043,10,4,0.9900497512437811,0.4,25.103108911637044,0.6950248756218906
0.99,0.056,10,0,0.975,0.0,27.238846677768436,0.4875
0.99,0.049,10,7,0.9651162790697675,0.7,17.055518071502885,0.8325581395348838
0.99,0.05,10,1,0.9916317991631799,0.1,26.69532190841765,0.5458158995815899
0.99,0.1,10,0,0.9958333333333333,0.0,28.32175031331372,0.4979166666666667
0.99,0.3,10,5,0.9832402234636871,0.5,16.078182257014113,0.7416201117318435
0.991,0.039,10,3,0.9952830188679245,0.3,27.11980199364971,0.6476415094339623
0.991,0.04,10,6,0.9887005649717514,0.6,24.640226055044565,0.7943502824858757
0.991,0.043,10,1,1.0,0.1,32.64181338647493,0.55
0.991,0.056,10,0,1.0,0.0,27.219492288044563,0.5
0.991,0.049,10,3,0.973404255319149,0.3,17.444310644993397,0.6367021276595745
0.991,0.05,10,0,0.9955555555555555,0.0,29.401648268816665,0.49777777777777776
0.991,0.1,10,2,1.0,0.2,29.379234694909428,0.6
0.991,0.3,10,0,1.0,0.0,28.991719984386087,0.5
